PersonId,ProjectId,Language,Task Description
123,1349,English,"Analyzed and audited of companywide software projects including mainframe report generation, and presented results to stakeholders"
123,1350,English,Tested and rolled-out of new intranet solutions
123,1350,English,Conducted interviews for capturing business needs and defined software requirements
123,2680,English,Conducted SWOT analysis on current Content Management System
123,1352,English,"Trained developers, users, project managers and brand managers on online tools"
123,1352,English,Audited online fashion retailing sites for business strategic data collection
123,1352,English,Provided technical support for tools implementation and reporting
123,1352,English,Integrated new online tools into existing portfolio
123,1351,English,Specified technical requirement and designed GUI prototype
123,1351,English,Recruited and staffed of onsite and offsite team
123,1351,English,Responsible for outsourcing mainframe software development to India
123,1351,English,Analyzed and estimate project and change request
123,1349,English,Specified and implemented collaboration platform for software team and documentation handling
123,2679,English,Reviewed software contracts and technical agreements
123,2679,English,"Managed change, risk and hotfix"
123,2679,English,Coached international product manager for streamlining product requirement
302,2682,English,"Project management, coordination, ensuring communication"
302,2682,English,Collate and consolidate the various international stakeholders’ requirements
302,2682,English,Software architecture and design
302,2682,English,Software development
302,2682,English,Testing
302,2683,English,"Project management, coordination, ensuring communication"
302,2683,English,Requirements engineering
302,2683,English,Running workshops with various international stakeholders
302,2683,English,Software design
302,2683,English,Software development
302,2683,English,"Supporting the customer during the test phase, analysis and adaptation of test cases"
302,2684,English,Implementation of the new driver
302,2684,English,Integration of the driver on different hardware platforms
302,2684,English,Testing
302,2684,English,Coordination of international stakeholders
302,2685,English,Software design
302,2685,English,Software development
302,2685,English,Testing
302,2685,English,International stakeholder coordination
302,2686,English,Software development
302,2686,English,Coordinating and enabling distributed teams
302,2686,English,Testing
302,2687,English,Software development
302,2688,English,Specification of test cases
302,2688,English,Planning and carrying out the test
302,2688,English,Ensure test coverage and traceability
302,2688,English,Create reporting
302,2688,English,Troubleshooting
302,2689,English,Requirements analysis
302,2689,English,Software development
302,2689,English,Software design
302,2689,English,Testing
302,2690,English,Software design
302,2690,English,Software development
302,2691,English,Software developer
302,2692,English,Software development
302,2693,English,Requirements analysis
302,2693,English,Software development
302,2693,English,Testing
123,1353,English,Coached a Junior Project Manager         
123,2679,English,Planed and managed international releases at different stages of the project life cycle
123,2680,English,Defined a catalog of criteria for vendor selection based on requirement priority
123,2680,English,Coached international product manager for specifing product requirements and prioritizations
123,1353,English,"Managed project to ensure smooth implementation, proper allocation of resources and project completion within timeline and budget"
123,1352,English,Provided global 2nd level support including inquiry and complaint handling in 24/7 environment incl. trouble shouting/bug reporting
123,1351,English,Provided 2nd level to 1st level support
123,1351,English,"Managed code release, versioning and quality"
123,1351,English,"Design test-case and documentation, handled testing of new feature (smoke test)"
123,1351,English,"Set up onsite /offshore and team methodologies and best practices, incl. mandatory documentations"
123,1349,English,"Wrote technical documents of the existing mainframe (reverse engineering incl. workflows, use cases, sequence diagrams)"
123,1350,English,"Created intranet sites, homepages and forms, specialized on implementations with intuitive and user-friendly designs (streamlined, graphical representations and three-click rule)"
158,1596,English,Requirements engineering for the subscription solution
158,1600,English,Correspondence and representation of the company in cases of claims to customers and authorities.
158,1598,English,Involvment in the Cross-Selling project across different divisions
158,1598,English,Support / evaluation of regional units
158,1598,English,Evaluation of legal requirements for the contracts for the sales team.
158,1598,English,Concept and comparing of different compensation models for field service.
158,1598,English,Calculation of possible scenarios of sales volumina.
158,1599,English,Build a new website
158,1599,English,Design website according to the CI/CD standards of the company
158,1599,English,Ensure usability in different browser types
303,2720,English,Executing of software test.
155,2721,German,Moderation
155,2721,German,Vorbereitung Workshop
155,2721,German,Durchführung Lessons Learnt (Projekt Retrospektive)
155,2722,German,Vorbereitung und Moderation von Workshops
155,2722,German,Dokumentation von Systemzielen
155,2722,German,Planung der Systemzielerhebung
155,2722,German,Vorbereitung und Durchführung von Interviews
158,1596,German,Anforderungsspezifikation für die Abonnenten-Funktion
158,1599,German,Sicherstellen der Usability in verschiedenen Browserversionen
158,1599,German,Design der Webseite nach CI/CD-Vorgaben des Kunden
251,2723,German,Definieren von Business Use Cases
251,2277,English,Lead the project team
251,2277,English,"Active reporting on project progress, milestones, risks and opportunities to all project partners and the Management"
251,2277,English,Implement project management including evaluation and implementation of tools and utilities for the project management
251,2277,English,Planning of internal and external resources to ensure personnel and capital needs for the projects
251,2277,English,"Development of a targeted and efficient meeting culture, definition of the meeting structure and leading department and coordination meetings"
